,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Car_Age,Company_Name,Model_Name
4944,Hyundai Verna,Kochi,2017,41534,Petrol,Manual,First,Others,5,4,7.99,17.01,kmpl,1591,CC,121.3,bhp,8,Hyundai,Verna
4945,Audi A4,Coimbatore,2012,46913,Diesel,Automatic,First,Others,5,4,16.11,14.94,kmpl,2967,CC,241.4,bhp,13,Audi,A4
4946,Hyundai Grand,Coimbatore,2019,13916,Petrol,Manual,First,Black/Silver,5,4,6.44,18.9,kmpl,1197,CC,81.86,bhp,6,Hyundai,Grand
4947,BMW 3,Kochi,2015,30717,Diesel,Automatic,Second,Black/Silver,5,4,25.99,21.76,kmpl,1995,CC,190,bhp,10,BMW,3
4948,Renault Duster,Jaipur,2012,97000,Diesel,Manual,Second,Others,5,4,4.25,20.45,kmpl,1461,CC,83.8,bhp,13,Renault,Duster
4949,Ford EcoSport,Kochi,2017,63423,Diesel,Manual,First,White,5,4,7.69,23,kmpl,1498,CC,98.96,bhp,8,Ford,EcoSport
4950,Honda Jazz,Coimbatore,2016,45449,Diesel,Manual,First,Others,5,4,7.48,27.3,kmpl,1498,CC,98.6,bhp,9,Honda,Jazz
4951,Maruti Ritz,Hyderabad,2012,68776,Petrol,Manual,First,Black/Silver,5,4,3.9,21.1,kmpl,1197,CC,85.8,bhp,13,Maruti,Ritz
4952,Honda Amaze,Ahmedabad,2014,61297,Diesel,Manual,First,Black/Silver,5,4,4.35,25.8,kmpl,1498,CC,98.6,bhp,11,Honda,Amaze
4953,Toyota Innova,Mumbai,2017,22000,Diesel,Manual,First,Others,8,5,16.5,13.68,kmpl,2393,CC,147.8,bhp,8,Toyota,Innova
4954,Mahindra XUV500,Chennai,2011,126000,Diesel,Manual,Third,Others,7,5,6.7,16,kmpl,2179,CC,140,bhp,14,Mahindra,XUV500
4955,Nissan Sunny,Jaipur,2013,120005,Diesel,Manual,First,White,5,4,4,21.64,kmpl,1461,CC,84.8,bhp,12,Nissan,Sunny
4956,Tata Manza,Pune,2012,73000,Diesel,Manual,First,White,5,4,3.4,21.12,kmpl,1248,CC,88.8,bhp,13,Tata,Manza
4957,Maruti Zen,Kochi,2003,61495,Petrol,Manual,Third,Others,5,4,1.52,17.3,kmpl,993,CC,60,bhp,22,Maruti,Zen
4958,Maruti Swift,Hyderabad,2016,51787,Diesel,Manual,First,White,5,4,6.45,17.8,kmpl,1248,CC,98.59,bhp,9,Maruti,Swift
4959,Toyota Etios,Pune,2018,3000,Diesel,Manual,First,White,5,4,7.9,23.59,kmpl,1364,CC,67.04,bhp,7,Toyota,Etios
4960,Hyundai Grand,Jaipur,2016,46522,Diesel,Manual,First,Black/Silver,5,4,4.5,24,kmpl,1120,CC,70,bhp,9,Hyundai,Grand
4961,Maruti Vitara,Pune,2016,21558,Diesel,Manual,First,Black/Silver,5,4,8.9,24.3,kmpl,1248,CC,88.5,bhp,9,Maruti,Vitara
4962,Volkswagen Ameo,Kochi,2018,46007,Petrol,Manual,First,White,5,4,5.71,17,kmpl,1198,CC,73.75,bhp,7,Volkswagen,Ameo
4963,Ford Endeavour,Coimbatore,2017,50484,Diesel,Automatic,First,Others,7,5,31.12,10.91,kmpl,3198,CC,197.2,bhp,8,Ford,Endeavour
4964,Maruti Swift,Hyderabad,2008,76206,Diesel,Manual,First,Black/Silver,5,4,4.25,17.8,kmpl,1248,CC,75,bhp,17,Maruti,Swift
4965,Honda City,Mumbai,2011,57000,Petrol,Automatic,First,Others,5,4,4.4,16.8,kmpl,1497,CC,118,bhp,14,Honda,City
4966,Volkswagen Polo,Kolkata,2016,22000,Diesel,Manual,First,Others,5,4,6.29,20.14,kmpl,1498,CC,88,bhp,9,Volkswagen,Polo
4967,Mercedes-Benz A,Pune,2015,48300,Diesel,Automatic,First,White,5,4,17.5,20,kmpl,2143,CC,107.3,bhp,10,Mercedes-Benz,A
4968,Mahindra XUV500,Hyderabad,2013,49000,Diesel,Manual,First,Others,7,5,9,16,kmpl,2179,CC,140,bhp,12,Mahindra,XUV500
4969,Maruti Alto,Chennai,2017,5500,Petrol,Automatic,First,Others,5,4,4.25,24.07,kmpl,998,CC,67.1,bhp,8,Maruti,Alto
4970,Hyundai i20,Mumbai,2010,57500,Petrol,Manual,First,Others,5,4,2.75,18.5,kmpl,1197,CC,80,bhp,15,Hyundai,i20
4971,Tata Tigor,Kochi,2018,28973,Diesel,Manual,First,Others,5,4,6.64,24.7,kmpl,1047,CC,69,bhp,7,Tata,Tigor
4972,Porsche Boxster,Kolkata,2015,10512,Petrol,Automatic,First,Others,2,2,64,8.6,kmpl,2706,CC,265,bhp,10,Porsche,Boxster
4973,Maruti Alto,Mumbai,2010,66000,Petrol,Manual,First,White,5,4,1.5,19.7,kmpl,796,CC,46.3,bhp,15,Maruti,Alto
4974,Toyota Innova,Kochi,2018,8899,Diesel,Manual,First,White,7,4,19.92,13.68,kmpl,2393,CC,147.8,bhp,7,Toyota,Innova
4975,Hyundai Verna,Mumbai,2015,40600,Petrol,Automatic,First,Black/Silver,5,4,7.2,17,kmpl,1591,CC,121.3,bhp,10,Hyundai,Verna
4976,Hyundai i20,Kochi,2017,58620,Petrol,Manual,First,White,5,4,7.14,18.6,kmpl,1197,CC,81.83,bhp,8,Hyundai,i20
4977,Maruti Swift,Coimbatore,2013,38995,Diesel,Manual,First,Black/Silver,5,4,6.46,19.3,kmpl,1248,CC,73.9,bhp,12,Maruti,Swift
4978,Toyota Corolla,Delhi,2013,56000,Petrol,Automatic,First,Others,5,4,8.25,14.53,kmpl,1798,CC,138.1,bhp,12,Toyota,Corolla
4979,Hyundai Santro,Ahmedabad,2008,51000,Petrol,Manual,First,White,5,4,1.75,17,kmpl,1086,CC,98.59,bhp,17,Hyundai,Santro
4980,Renault Duster,Delhi,2012,130000,Diesel,Manual,First,Black/Silver,5,4,3.75,19.64,kmpl,1461,CC,108.45,bhp,13,Renault,Duster
4981,Honda Amaze,Jaipur,2014,69000,Petrol,Manual,First,Black/Silver,5,4,4.5,19.5,kmpl,1199,CC,88.76,bhp,11,Honda,Amaze
4982,Ford Fiesta,Hyderabad,2008,83000,Diesel,Manual,Second,Black/Silver,5,4,2.4,17.8,kmpl,1399,CC,98.59,bhp,17,Ford,Fiesta
4983,Toyota Fortuner,Hyderabad,2012,158000,Diesel,Automatic,First,Black/Silver,7,5,17.49,12.55,kmpl,2982,CC,168.5,bhp,13,Toyota,Fortuner
4984,Maruti Wagon,Ahmedabad,2007,55100,Petrol,Manual,First,Black/Silver,5,4,1.45,18.9,kmpl,998,CC,67.1,bhp,18,Maruti,Wagon
4985,Mercedes-Benz E-Class,Pune,2010,130923,Diesel,Automatic,First,Black/Silver,5,4,12.5,14.21,kmpl,2143,CC,203,bhp,15,Mercedes-Benz,E-Class
4986,Maruti Swift,Kolkata,2015,43000,Diesel,Manual,First,White,5,4,5.5,26.59,kmpl,1248,CC,74,bhp,10,Maruti,Swift
4987,Ford Figo,Kochi,2016,33554,Diesel,Manual,First,White,5,4,6.22,25.83,kmpl,1498,CC,99,bhp,9,Ford,Figo
4988,Tata Indica,Chennai,2017,129000,Diesel,Manual,First,Black/Silver,5,4,3,25,kmpl,1396,CC,69,bhp,8,Tata,Indica
4989,Hyundai Grand,Kochi,2018,10393,Petrol,Manual,First,Black/Silver,5,4,6.03,18.9,kmpl,1197,CC,81.86,bhp,7,Hyundai,Grand
4990,Porsche Panamera,Kochi,2014,60033,Diesel,Automatic,First,White,4,4,51.52,18.18,kmpl,2967,CC,250,bhp,11,Porsche,Panamera
4991,Hyundai Creta,Coimbatore,2018,17665,Petrol,Manual,First,Black/Silver,5,4,11.78,15.8,kmpl,1591,CC,121.3,bhp,7,Hyundai,Creta
4992,Ford Endeavour,Hyderabad,2018,15000,Diesel,Automatic,First,Black/Silver,7,5,33,10.91,kmpl,3198,CC,197,bhp,7,Ford,Endeavour
4993,Maruti Vitara,Ahmedabad,2017,80000,Diesel,Manual,First,Black/Silver,5,4,8,24.3,kmpl,1248,CC,88.5,bhp,8,Maruti,Vitara
4994,Hyundai Verna,Hyderabad,2013,48158,Diesel,Manual,First,Others,5,4,6.7,22.32,kmpl,1582,CC,126.32,bhp,12,Hyundai,Verna
4995,BMW 5,Chennai,2010,58000,Diesel,Automatic,First,Black/Silver,5,4,11.75,18.59,kmpl,2993,CC,265,bhp,15,BMW,5
4996,Honda Amaze,Kolkata,2014,64000,Diesel,Manual,Second,Others,5,4,3.5,25.8,kmpl,1498,CC,98.6,bhp,11,Honda,Amaze
4997,Honda City,Coimbatore,2013,38622,Petrol,Manual,First,Others,5,4,6.26,17.4,kmpl,1497,CC,117.3,bhp,12,Honda,City
4998,Hyundai Grand,Delhi,2015,63776,Diesel,Manual,First,Others,5,4,3.96,24,kmpl,1120,CC,70,bhp,10,Hyundai,Grand
4999,Hyundai i20,Chennai,2011,24000,Petrol,Manual,First,White,5,4,4.25,17,kmpl,1197,CC,80,bhp,14,Hyundai,i20
5000,Maruti Wagon,Kolkata,2018,10000,Petrol,Manual,First,Others,5,4,4.5,20.51,kmpl,998,CC,67.04,bhp,7,Maruti,Wagon
5001,Maruti Celerio,Hyderabad,2014,44600,Petrol,Automatic,First,Others,5,4,4.55,23.1,kmpl,998,CC,67.04,bhp,11,Maruti,Celerio
5002,Land Rover Freelander,Pune,2012,85000,Diesel,Automatic,Second,Others,5,4,17.5,0,kmpl,2179,CC,115,bhp,13,Land Rover,Freelander
5003,Maruti Swift,Delhi,2014,55000,Petrol,Manual,First,Black/Silver,5,4,4.2,18.6,kmpl,1197,CC,85.8,bhp,11,Maruti,Swift
5004,Mahindra Xylo,Chennai,2015,82000,Diesel,Manual,Second,Black/Silver,7,5,4.85,14.02,kmpl,2179,CC,118.3,bhp,10,Mahindra,Xylo
5005,Skoda Rapid,Hyderabad,2015,34000,Diesel,Automatic,First,Black/Silver,5,4,7.99,21.66,kmpl,1498,CC,103.52,bhp,10,Skoda,Rapid
5006,Mercedes-Benz B,Delhi,2013,32000,Petrol,Automatic,First,Others,5,4,11,14.8,kmpl,1595,CC,120.7,bhp,12,Mercedes-Benz,B
5007,BMW 3,Ahmedabad,2015,100000,Diesel,Automatic,First,Others,5,4,24.75,18.88,kmpl,1995,CC,184,bhp,10,BMW,3
5008,Nissan Micra,Kolkata,2011,39002,Diesel,Manual,First,White,5,4,2.85,23.08,kmpl,1461,CC,63.1,bhp,14,Nissan,Micra
5009,Maruti Swift,Kochi,2017,34613,Diesel,Manual,First,Black/Silver,5,4,6.24,28.4,kmpl,1248,CC,74,bhp,8,Maruti,Swift
5010,Maruti Swift,Mumbai,2008,69000,Petrol,Manual,Second,Black/Silver,5,4,2.15,20.4,kmpl,1197,CC,81.8,bhp,17,Maruti,Swift
5011,Hyundai i20,Coimbatore,2017,35043,Petrol,Manual,First,Others,5,4,8.19,17.19,kmpl,1197,CC,81.86,bhp,8,Hyundai,i20
5012,Maruti Wagon,Pune,2010,71000,Petrol,Manual,First,Black/Silver,5,4,2,18.9,kmpl,998,CC,67.1,bhp,15,Maruti,Wagon
5013,Hyundai i20,Kolkata,2012,33249,Diesel,Manual,First,Black/Silver,5,4,3.25,21.27,kmpl,1396,CC,88.76,bhp,13,Hyundai,i20
5014,Skoda Superb,Hyderabad,2010,53293,Petrol,Manual,First,Black/Silver,5,4,6,13.14,kmpl,1798,CC,160,bhp,15,Skoda,Superb
5015,Toyota Camry,Mumbai,2010,62714,Petrol,Automatic,First,Black/Silver,5,4,4.5,12.1,kmpl,2362,CC,164.7,bhp,15,Toyota,Camry
5016,Mercedes-Benz New,Kolkata,2010,30500,Petrol,Automatic,First,White,5,4,10.5,11.74,kmpl,1796,CC,186,bhp,15,Mercedes-Benz,New
5017,Honda Amaze,Kochi,2017,37578,Petrol,Manual,First,White,5,4,6.14,18,kmpl,1198,CC,86.7,bhp,8,Honda,Amaze
5018,Maruti Swift,Bangalore,2006,80010,Petrol,Manual,Second,White,5,4,2.85,20.4,kmpl,1197,CC,81.8,bhp,19,Maruti,Swift
5019,Mercedes-Benz GLC,Mumbai,2017,24000,Diesel,Automatic,First,White,5,4,46.95,17.9,kmpl,2143,CC,170,bhp,8,Mercedes-Benz,GLC
5020,Mahindra Scorpio,Hyderabad,2014,90000,Diesel,Manual,First,Black/Silver,8,5,7.9,12.05,kmpl,2179,CC,120,bhp,11,Mahindra,Scorpio
5021,Chevrolet Cruze,Pune,2012,137008,Diesel,Automatic,First,Black/Silver,4,4,4.65,18.1,kmpl,1991,CC,147.9,bhp,13,Chevrolet,Cruze
5022,Ford Fiesta,Pune,2010,85000,Petrol,Manual,First,Others,5,4,1.46,15.3,kmpl,1596,CC,101,bhp,15,Ford,Fiesta
5023,Hyundai Xcent,Coimbatore,2015,65743,Petrol,Manual,First,White,5,4,6.2,20.14,kmpl,1197,CC,81.86,bhp,10,Hyundai,Xcent
5024,Hyundai i20,Chennai,2011,32200,Petrol,Manual,Second,White,5,4,3.25,17,kmpl,1197,CC,80,bhp,14,Hyundai,i20
5025,Ford Figo,Kolkata,2015,4311,Diesel,Manual,First,Black/Silver,5,4,4.8,25.83,kmpl,1498,CC,99,bhp,10,Ford,Figo
5026,Hyundai Creta,Bangalore,2017,26246,Petrol,Manual,First,Others,5,4,10.75,15.29,kmpl,1591,CC,121.3,bhp,8,Hyundai,Creta
5027,Hyundai Grand,Kolkata,2014,19500,Petrol,Manual,Second,Black/Silver,5,4,2.85,18.9,kmpl,1197,CC,82,bhp,11,Hyundai,Grand
5028,Maruti Wagon,Coimbatore,2017,37832,Petrol,Automatic,First,Black/Silver,5,4,5.23,22.5,kmpl,998,CC,67,bhp,8,Maruti,Wagon
5029,Maruti Baleno,Kochi,2017,24773,Petrol,Manual,First,White,5,4,7.5,21.4,kmpl,1197,CC,83.1,bhp,8,Maruti,Baleno
5030,Maruti Dzire,Delhi,2016,45376,Diesel,Manual,First,White,5,4,5.75,28.4,kmpl,1248,CC,73.75,bhp,9,Maruti,Dzire
5031,Honda Amaze,Delhi,2013,90000,Diesel,Manual,First,Others,5,4,3.8,25.8,kmpl,1498,CC,98.6,bhp,12,Honda,Amaze
5032,Volkswagen Jetta,Kochi,2013,76718,Diesel,Automatic,First,White,5,4,6.51,16.96,kmpl,1968,CC,138.03,bhp,12,Volkswagen,Jetta
5033,Mahindra Scorpio,Delhi,2011,85000,Diesel,Manual,First,White,8,5,5.25,12.05,kmpl,2179,CC,120,bhp,14,Mahindra,Scorpio
5034,Honda Amaze,Coimbatore,2015,53497,Petrol,Manual,First,Others,5,4,5.45,18,kmpl,1198,CC,86.7,bhp,10,Honda,Amaze
5035,BMW 5,Coimbatore,2013,108640,Diesel,Automatic,First,White,5,4,23.29,11.5,kmpl,2993,CC,235,bhp,12,BMW,5
5036,Maruti S-Cross,Delhi,2018,12923,Diesel,Manual,First,White,5,4,8.92,25.1,kmpl,1248,CC,88.5,bhp,7,Maruti,S-Cross
5037,Chevrolet Beat,Chennai,2012,82697,Diesel,Manual,First,Others,5,4,1.9,25.44,kmpl,936,CC,57.6,bhp,13,Chevrolet,Beat
5038,Tata Indica,Jaipur,2007,200000,Diesel,Manual,Second,Others,5,4,0.85,17.2,kmpl,1396,CC,53.5,bhp,18,Tata,Indica
5039,Mahindra Scorpio,Kolkata,2012,62000,Diesel,Manual,First,Black/Silver,8,5,6.25,12.05,kmpl,2179,CC,120,bhp,13,Mahindra,Scorpio
5040,Maruti SX4,Delhi,2009,92000,Petrol,Manual,First,Black/Silver,5,4,2.7,15.5,kmpl,1586,CC,103.3,bhp,16,Maruti,SX4
5041,Maruti Baleno,Hyderabad,2005,92450,Petrol,Manual,First,White,5,4,1.2,15.4,kmpl,1590,CC,94,bhp,20,Maruti,Baleno
5042,Tata Zest,Mumbai,2014,36000,Petrol,Manual,First,Black/Silver,5,4,3.7,17.57,kmpl,1193,CC,88.7,bhp,11,Tata,Zest
5043,Tata Nexon,Coimbatore,2018,17477,Petrol,Manual,First,White,5,4,9.62,17,kmpl,1198,CC,108.5,bhp,7,Tata,Nexon
5044,Hyundai Xcent,Mumbai,2016,10200,Petrol,Manual,First,Black/Silver,5,4,4.99,19.1,kmpl,1197,CC,82,bhp,9,Hyundai,Xcent
5045,Maruti Baleno,Pune,2006,146000,Petrol,Manual,Second,Others,5,4,1.05,15.4,kmpl,1590,CC,94,bhp,19,Maruti,Baleno
5046,Toyota Innova,Mumbai,2016,25121,Diesel,Manual,First,Black/Silver,7,4,17.11,13.68,kmpl,2393,CC,147.8,bhp,9,Toyota,Innova
5047,Tata Nano,Hyderabad,2014,16810,Petrol,Manual,First,Black/Silver,4,4,1.6,25.4,kmpl,624,CC,37.5,bhp,11,Tata,Nano
5048,Hyundai Verna,Delhi,2011,103814,Diesel,Manual,Second,Black/Silver,5,4,4.5,22.32,kmpl,1582,CC,126.32,bhp,14,Hyundai,Verna
5049,Mercedes-Benz GLE,Mumbai,2016,21000,Diesel,Automatic,First,Black/Silver,5,4,56,17.9,kmpl,2143,CC,201.15,bhp,9,Mercedes-Benz,GLE
5050,Honda Jazz,Kochi,2017,41981,Petrol,Manual,First,White,5,4,6.14,18.7,kmpl,1199,CC,88.7,bhp,8,Honda,Jazz
5051,Maruti Ritz,Chennai,2011,67000,Petrol,Manual,Second,Others,5,4,2.25,18.5,kmpl,1197,CC,85.8,bhp,14,Maruti,Ritz
5052,Hyundai EON,Kochi,2015,43993,Petrol,Manual,First,Others,5,4,3.45,21.1,kmpl,814,CC,55.2,bhp,10,Hyundai,EON
5053,Honda Civic,Hyderabad,2008,95000,Petrol,Automatic,Second,Others,5,4,3,12.9,kmpl,1799,CC,130,bhp,17,Honda,Civic
5054,Tata Indigo,Chennai,2009,167000,Diesel,Manual,Second,Others,5,4,2.7,19.09,kmpl,1396,CC,69,bhp,16,Tata,Indigo
5055,Hyundai EON,Hyderabad,2013,17729,Petrol,Manual,First,Others,5,4,3.65,21.1,kmpl,814,CC,55.2,bhp,12,Hyundai,EON
5056,Volkswagen Passat,Kolkata,2012,39273,Diesel,Automatic,First,White,5,4,6.99,14.3,kmpl,1968,CC,140,bhp,13,Volkswagen,Passat
5057,Hyundai i20,Kochi,2016,55036,Diesel,Manual,First,Others,5,4,6.35,22.54,kmpl,1396,CC,88.73,bhp,9,Hyundai,i20
5058,Hyundai Santa,Bangalore,2014,48000,Diesel,Automatic,First,Black/Silver,7,5,16.25,13.01,kmpl,2199,CC,194.3,bhp,11,Hyundai,Santa
5059,Toyota Etios,Kochi,2015,52207,Petrol,Manual,First,White,5,4,4.56,17.71,kmpl,1197,CC,78.9,bhp,10,Toyota,Etios
5060,Hyundai i10,Delhi,2012,51000,Petrol,Manual,Second,Others,5,4,2.2,19.81,kmpl,1086,CC,68.05,bhp,13,Hyundai,i10
5061,Mercedes-Benz New,Delhi,2016,20000,Diesel,Automatic,First,Others,5,4,33,19.27,kmpl,2143,CC,170,bhp,9,Mercedes-Benz,New
5062,Volkswagen Polo,Hyderabad,2015,50000,Diesel,Manual,First,Black/Silver,5,4,6.2,20.14,kmpl,1498,CC,88.8,bhp,10,Volkswagen,Polo
5063,Chevrolet Beat,Kochi,2014,52398,Diesel,Manual,First,Others,5,4,2.47,25.44,kmpl,936,CC,57.6,bhp,11,Chevrolet,Beat
5064,Maruti Ritz,Chennai,2009,83000,Diesel,Manual,First,Others,5,4,2.95,23.2,kmpl,1248,CC,73.94,bhp,16,Maruti,Ritz
5065,Renault Duster,Hyderabad,2013,74911,Diesel,Manual,First,White,5,4,6,20.45,kmpl,1461,CC,83.8,bhp,12,Renault,Duster
5066,Honda City,Delhi,2015,50000,Petrol,Automatic,First,White,5,4,8.25,18,kmpl,1497,CC,117.3,bhp,10,Honda,City
5067,Hyundai Getz,Pune,2005,91000,Petrol,Manual,Third,Others,5,4,0.8,16.8,kmpl,1341,CC,83,bhp,20,Hyundai,Getz
5068,Volkswagen Polo,Pune,2010,39000,Diesel,Manual,First,Others,5,4,3.05,22.07,kmpl,1199,CC,73.9,bhp,15,Volkswagen,Polo
5069,Hyundai Xcent,Delhi,2015,58000,Diesel,Manual,First,Black/Silver,5,4,4.95,24.4,kmpl,1120,CC,71.01,bhp,10,Hyundai,Xcent
5070,Audi A4,Hyderabad,2015,50000,Diesel,Automatic,First,Others,5,4,25,17.11,kmpl,1968,CC,174.33,bhp,10,Audi,A4
5071,Audi A6,Kochi,2013,91903,Diesel,Automatic,First,Black/Silver,5,4,17.56,17.68,kmpl,1968,CC,174.33,bhp,12,Audi,A6
5072,Audi Q5,Coimbatore,2017,40318,Diesel,Automatic,First,White,5,4,43.74,14.16,kmpl,1968,CC,174.3,bhp,8,Audi,Q5
5073,Mahindra XUV500,Kochi,2012,82103,Diesel,Manual,First,Black/Silver,7,5,6.2,15.1,kmpl,2179,CC,140,bhp,13,Mahindra,XUV500
5074,Volkswagen Vento,Mumbai,2014,61529,Petrol,Automatic,First,White,5,4,5.65,18.19,kmpl,1197,CC,103.5,bhp,11,Volkswagen,Vento
5075,Skoda Laura,Delhi,2013,81755,Diesel,Manual,First,White,5,4,4.75,20,kmpl,1968,CC,108.5,bhp,12,Skoda,Laura
5076,Audi A4,Bangalore,2014,21000,Diesel,Automatic,First,Others,5,4,24.5,17.11,kmpl,1968,CC,174.33,bhp,11,Audi,A4
5077,Fiat Linea,Kochi,2016,56628,Diesel,Manual,First,Black/Silver,5,4,5.85,20.4,kmpl,1248,CC,92,bhp,9,Fiat,Linea
5078,Honda Civic,Ahmedabad,2009,89000,Petrol,Manual,First,Others,5,4,4.25,13.5,kmpl,1799,CC,130,bhp,16,Honda,Civic
5079,Volkswagen Polo,Delhi,2013,69000,Petrol,Automatic,First,Black/Silver,5,4,4.5,17.21,kmpl,1197,CC,103.6,bhp,12,Volkswagen,Polo
5080,Hyundai Getz,Jaipur,2005,100000,Petrol,Manual,Second,White,5,4,0.85,15.3,kmpl,1493,CC,98.59,bhp,20,Hyundai,Getz
5081,Hyundai Verna,Mumbai,2011,74000,Diesel,Manual,Second,Black/Silver,5,4,3.75,22.32,kmpl,1582,CC,126.3,bhp,14,Hyundai,Verna
5082,Honda Civic,Pune,2010,61700,Petrol,Manual,First,Others,5,4,2.95,14.8,kmpl,1799,CC,130.2,bhp,15,Honda,Civic
5083,Maruti Wagon,Pune,2014,58000,CNG,Manual,First,White,5,4,3,26.6,km/kg,998,CC,58.16,bhp,11,Maruti,Wagon
5084,Mercedes-Benz New,Hyderabad,2012,41367,Diesel,Automatic,First,Black/Silver,5,4,18.49,15.8,kmpl,2148,CC,170,bhp,13,Mercedes-Benz,New
5085,Hyundai Verna,Kochi,2019,12645,Petrol,Automatic,First,White,5,4,11.5,17,kmpl,1591,CC,121.3,bhp,6,Hyundai,Verna
5086,Hyundai i20,Pune,2016,6000,Petrol,Manual,First,Black/Silver,5,4,7.25,17.19,kmpl,1197,CC,81.86,bhp,9,Hyundai,i20
5087,Maruti Dzire,Coimbatore,2018,25082,Diesel,Automatic,First,White,5,4,8.37,28.4,kmpl,1248,CC,73.75,bhp,7,Maruti,Dzire
5088,Mercedes-Benz New,Coimbatore,2018,20604,Diesel,Automatic,First,White,5,4,39.62,19.27,kmpl,2143,CC,167.62,bhp,7,Mercedes-Benz,New
5089,Renault Duster,Delhi,2015,73539,Diesel,Manual,First,White,5,4,6.75,19.01,kmpl,1461,CC,108.45,bhp,10,Renault,Duster
5090,Hyundai Verna,Hyderabad,2008,90000,Diesel,Manual,Second,Others,5,4,2.25,16.8,kmpl,1493,CC,110,bhp,17,Hyundai,Verna
5091,Audi Q7,Coimbatore,2015,55662,Diesel,Automatic,First,Others,7,5,42.83,12.07,kmpl,2967,CC,241.4,bhp,10,Audi,Q7
5092,Toyota Etios,Pune,2015,190000,Petrol,Manual,Second,Black/Silver,5,4,3.85,16.78,kmpl,1496,CC,88.73,bhp,10,Toyota,Etios
5093,Hyundai Elantra,Jaipur,2012,98008,Diesel,Manual,First,White,5,4,6.25,22.7,kmpl,1582,CC,126.24,bhp,13,Hyundai,Elantra
5094,Toyota Etios,Pune,2014,80102,Petrol,Manual,First,White,5,4,3.5,17.71,kmpl,1197,CC,78.9,bhp,11,Toyota,Etios
5095,Ford Ecosport,Mumbai,2017,30000,Diesel,Manual,First,Black/Silver,5,4,8.75,22.7,kmpl,1498,CC,89.84,bhp,8,Ford,Ecosport
5096,Honda City,Delhi,2015,50000,Petrol,Automatic,First,Black/Silver,5,4,7.41,18,kmpl,1497,CC,117.3,bhp,10,Honda,City
5097,Mahindra XUV500,Delhi,2016,81177,Diesel,Manual,First,Black/Silver,7,5,11.25,16,kmpl,1997,CC,140,bhp,9,Mahindra,XUV500
5098,Honda City,Kochi,2015,80606,Diesel,Manual,First,Others,5,4,6.96,25.1,kmpl,1498,CC,98.6,bhp,10,Honda,City
5099,Hyundai Xcent,Jaipur,2014,12500,Petrol,Manual,First,White,5,4,4.15,19.1,kmpl,1197,CC,82,bhp,11,Hyundai,Xcent
5100,Volkswagen Vento,Pune,2013,64430,Diesel,Manual,First,White,5,4,5.2,20.54,kmpl,1598,CC,103.6,bhp,12,Volkswagen,Vento
5101,Jaguar XF,Pune,2013,46000,Diesel,Automatic,Second,White,5,4,24,16.36,kmpl,2179,CC,187.7,bhp,12,Jaguar,XF
5102,Maruti Swift,Chennai,2012,78000,Diesel,Manual,First,Others,5,4,4.4,22.9,kmpl,1248,CC,74,bhp,13,Maruti,Swift
5103,Mercedes-Benz CLA,Delhi,2016,40000,Petrol,Automatic,First,Black/Silver,5,4,24.5,15.04,kmpl,1991,CC,183,bhp,9,Mercedes-Benz,CLA
5104,Hyundai i20,Chennai,2012,107000,Diesel,Manual,Second,Others,5,4,4.5,21.27,kmpl,1396,CC,88.76,bhp,13,Hyundai,i20
5105,Hyundai Santro,Pune,2005,100000,CNG,Manual,Third,White,5,4,1.2,17,km/kg,1086,CC,98.59,bhp,20,Hyundai,Santro
5106,Maruti Ertiga,Jaipur,2014,57000,Diesel,Manual,First,Others,7,5,7,20.77,kmpl,1248,CC,88.8,bhp,11,Maruti,Ertiga
5107,Mahindra Scorpio,Delhi,2012,77000,Diesel,Manual,Second,Others,8,5,4.93,12.05,kmpl,2179,CC,120,bhp,13,Mahindra,Scorpio
5108,Toyota Innova,Coimbatore,2015,67585,Diesel,Manual,First,White,7,4,11.99,12.99,kmpl,2494,CC,100.6,bhp,10,Toyota,Innova
5109,Maruti Omni,Coimbatore,2019,4721,Petrol,Manual,First,White,5,4,4.11,14,kmpl,796,CC,35,bhp,6,Maruti,Omni
5110,Nissan Sunny,Pune,2013,125600,Diesel,Manual,First,Black/Silver,5,4,3.75,21.64,kmpl,1461,CC,84.8,bhp,12,Nissan,Sunny
5111,Toyota Fortuner,Pune,2012,125000,Diesel,Automatic,First,Black/Silver,7,5,13.5,11.5,kmpl,2982,CC,169,bhp,13,Toyota,Fortuner
5112,Datsun GO,Kolkata,2016,6000,Petrol,Manual,First,Black/Silver,5,4,2.7,20.63,kmpl,1198,CC,67.06,bhp,9,Datsun,GO
5113,Toyota Innova,Ahmedabad,2016,54000,Diesel,Manual,First,Others,7,4,16.5,13.68,kmpl,2393,CC,147.8,bhp,9,Toyota,Innova
5114,Maruti Vitara,Delhi,2017,40000,Diesel,Manual,First,White,5,4,7.85,24.3,kmpl,1248,CC,88.5,bhp,8,Maruti,Vitara
5115,Maruti Swift,Hyderabad,2013,99595,Diesel,Manual,Second,Others,5,4,4.75,22.9,kmpl,1248,CC,74,bhp,12,Maruti,Swift
